"Var1","Var2","Var3","Var4","value"
"D","A","B","C",4.42925090716107
"E","A","B","C",3.11127661950698
"F","A","B","C",5.63809013023631
"G","A","B","C",2.22621350490073
"H","A","B","C",4.11363687383779
"I","A","B","C",4.4119194592783
"J","A","B","C",3.60583621742531
"K","A","B","C",3.08741996868709
"L","A","B","C",4.17694061134074
"M","A","B","C",3.69853123972873
"N","A","B","C",4.07604274091688
"O","A","B","C",4.84284059851235
"P","A","B","C",5.63349272009378
"Q","A","B","C",5.90020518509343
"R","A","B","C",4.51715897672582
"S","A","B","C",2.11640417461066
"T","A","B","C",4.71813965407202
"U","A","B","C",2.98182620235132
"A","B","B","C",2.39852906963436
"B","B","B","C",4.6746422909964
"C","B","B","C",3.89461325040515
"D","B","B","C",3.06205248778964
"E","B","B","C",2.39072422962373
"F","B","B","C",3.72326291495575
"G","B","B","C",1.64595416855486
"H","B","B","C",3.36258119378095
"I","B","B","C",2.96458516384493
"J","B","B","C",2.77593265208509
"K","B","B","C",2.3642901273772
"L","B","B","C",2.52177340088702
"M","B","B","C",2.6246113045334
"N","B","B","C",2.94156315728448
"O","B","B","C",3.00206801596739
"P","B","B","C",3.7150587977106
"Q","B","B","C",3.80394821893143
"R","B","B","C",3.17427926981374
"S","B","B","C",1.37155361257104
"T","B","B","C",3.01508134001972
"U","B","B","C",2.05612975331552
"A","C","B","C",8.45317805406401
"B","C","B","C",13.0615465371153
"C","C","B","C",10.2729405069283
"D","C","B","C",6.85214593261417
"E","C","B","C",8.23599489249643
"F","C","B","C",9.30063601795943
"G","C","B","C",4.87438779025454
"H","C","B","C",8.85200034594056
"I","C","B","C",8.34625894018994
"J","C","B","C",6.54455678394774
"K","C","B","C",7.71974765638161
"L","C","B","C",6.04344430272668
"M","C","B","C",5.76197880492963
"N","C","B","C",7.1062716402035
"O","C","B","C",8.58755402604536
"P","C","B","C",9.48939163445571
"Q","C","B","C",8.36765430164808
"R","C","B","C",8.70165667171433
"S","C","B","C",4.56217127569225
"T","C","B","C",6.81331236300934
"U","C","B","C",4.58065756328014
"A","D","B","C",8.20032742649336
"B","D","B","C",15.4958796720891
"C","D","B","C",11.82771831517
"D","D","B","C",8.88526832511976
"E","D","B","C",6.65636075405011
"F","D","B","C",8.649602210095
"G","D","B","C",5.58301239947598
"H","D","B","C",11.0493519162531
"I","D","B","C",8.72116096815945
"J","D","B","C",6.81538821132021
"K","D","B","C",6.79039560647724
"L","D","B","C",7.46816468545396
"M","D","B","C",5.98084319019698
"N","D","B","C",7.86228691975143
"O","D","B","C",7.95845636058158
"P","D","B","C",10.2358167801477
"Q","D","B","C",8.07016278050908
"R","D","B","C",9.27643303846289
"S","D","B","C",3.55106958414234
"T","D","B","C",7.35847788434983
"U","D","B","C",5.15715715247618
"A","E","B","C",3.19732208701933
"B","E","B","C",9.79874458457685
"C","E","B","C",8.50446189465508
"D","E","B","C",5.84996620949109
"E","E","B","C",4.10288389141213
"F","E","B","C",5.24349443989639
"G","E","B","C",3.78996607668595
"H","E","B","C",6.14791542718398
"I","E","B","C",5.66116798148871
"J","E","B","C",4.21473971142536
"K","E","B","C",4.4237631907106
"L","E","B","C",4.85389419158652
"M","E","B","C",4.18256276532405
"N","E","B","C",5.38179660702689
"O","E","B","C",4.50098146665287
"P","E","B","C",6.00472496477587
"Q","E","B","C",4.98240358484213
"R","E","B","C",5.90345726033713
"S","E","B","C",2.03577649567165
"T","E","B","C",4.63022127076616
"U","E","B","C",3.05010414540366
"A","F","B","C",3.58550934402966
"B","F","B","C",9.89377043715117
"C","F","B","C",8.05975980262878
"D","F","B","C",6.44852703234717
"E","F","B","C",4.08824650267808
"F","F","B","C",6.17350076795619
"G","F","B","C",3.84929554785169
"H","F","B","C",6.62239319245119
"I","F","B","C",5.56894904670883
"J","F","B","C",4.09186997415258
"K","F","B","C",4.27477105884262
"L","F","B","C",5.3983839268565
"M","F","B","C",3.92156577676362
"N","F","B","C",5.58347432117792
"O","F","B","C",6.02297740274142
"P","F","B","C",7.11795352113192
"Q","F","B","C",5.79831704615411
"R","F","B","C",6.33945179477532
"S","F","B","C",2.77265623154727
"T","F","B","C",5.34087637472657
"U","F","B","C",3.49357388216879
"A","A","C","C",10.3142821319507
"B","A","C","C",20.2766357984091
"C","A","C","C",17.5131094454991
"D","A","C","C",17.7768335194109
"E","A","C","C",10.1350087994906
"F","A","C","C",22.9710311513925
"G","A","C","C",11.649560230534
"H","A","C","C",15.1786819157224
"I","A","C","C",20.2858302077234
"J","A","C","C",13.3512320292965
"K","A","C","C",12.9248674558134
"L","A","C","C",15.1492103430494
"M","A","C","C",14.7349691807752
"N","A","C","C",16.3251303161743
"O","A","C","C",18.4896399477029
"P","A","C","C",23.2377609279115
"Q","A","C","C",19.6795187004587
"R","A","C","C",13.2904263816535
"S","A","C","C",7.71176449521663
"T","A","C","C",15.7334086953036
"U","A","C","C",9.77111921158673
"A","B","C","C",7.43701486640333
"B","B","C","C",12.0411347718025
"C","B","C","C",10.1392045675521
"D","B","C","C",9.93484248509906
"E","B","C","C",5.87139791370868
"F","B","C","C",13.4095841037245
"G","B","C","C",7.0200886576022
"H","B","C","C",9.46156653804818
"I","B","C","C",11.4341184212318
"J","B","C","C",8.01044120557194
"K","B","C","C",7.01469219436826
"L","B","C","C",8.34083805204242
"M","B","C","C",9.16310503910367
"N","B","C","C",9.53114381039682
"O","B","C","C",9.85723427506663
"P","B","C","C",13.4082822812504
"Q","B","C","C",10.6648521491028
"R","B","C","C",7.93531665145948
"S","B","C","C",3.91039119358239
"T","B","C","C",8.82489422640142
"U","B","C","C",4.67735254686098
"A","C","C","C",17.2677340422167
"B","C","C","C",24.4882577425371
"C","C","C","C",17.6444912158087
"D","C","C","C",10.5233985496083
"E","C","C","C",13.9449632845268
"F","C","C","C",21.2175457013507
"G","C","C","C",11.4615969310834
"H","C","C","C",18.3595378754188
"I","C","C","C",19.0651102396371
"J","C","C","C",12.1801230025194
"K","C","C","C",13.8579196538386
"L","C","C","C",14.2428309254172
"M","C","C","C",14.9187686706542
"N","C","C","C",15.7848774520328
"O","C","C","C",18.8943155322583
"P","C","C","C",28.6116492094816
"Q","C","C","C",19.6364378570889
"R","C","C","C",15.8084999737809
"S","C","C","C",7.16040099847664
"T","C","C","C",16.3629980672512
"U","C","C","C",9.43838787268267
"A","D","C","C",18.0501329566865
"B","D","C","C",28.9744297157847
"C","D","C","C",21.0222621686287
"D","D","C","C",16.749760296161
"E","D","C","C",15.5621042027656
"F","D","C","C",22.4646053052365
"G","D","C","C",14.4896410739704
"H","D","C","C",20.7274616983145
"I","D","C","C",21.914030829883
"J","D","C","C",12.8975910304113
"K","D","C","C",12.4024980617023
"L","D","C","C",17.1869299750414
"M","D","C","C",16.4013955191867
"N","D","C","C",19.9429867327035
"O","D","C","C",16.5804631901841
"P","D","C","C",26.5470950127957
"Q","D","C","C",18.6905848137041
"R","D","C","C",16.5520799704681
"S","D","C","C",5.46576218147057
"T","D","C","C",17.3920569701526
"U","D","C","C",8.38512968633439
"A","E","C","C",4.76165657886101
"B","E","C","C",20.7723121430106
"C","E","C","C",17.1318012190525
"D","E","C","C",11.6408686747258
"E","E","C","C",12.0935528311459
"F","E","C","C",16.4862300198262
"G","E","C","C",9.29192650487572
"H","E","C","C",11.7623995046237
"I","E","C","C",12.7898011426581
"J","E","C","C",9.69196468605392
"K","E","C","C",9.34258596193996
"L","E","C","C",13.2470996803928
"M","E","C","C",13.627121009731
"N","E","C","C",15.6738149532217
"O","E","C","C",10.3848833555836
"P","E","C","C",17.451576094331
"Q","E","C","C",13.5189332004465
"R","E","C","C",13.6753278277938
"S","E","C","C",4.56665220741317
"T","E","C","C",12.7254248056433
"U","E","C","C",6.58599997633585
"A","F","C","C",10.4640224908227
"B","F","C","C",21.6041389954375
"C","F","C","C",16.9895815225979
"D","F","C","C",19.2173088192284
"E","F","C","C",13.3936814971758
"F","F","C","C",24.0041196204445
"G","F","C","C",13.4500482906952
"H","F","C","C",17.7384676542744
"I","F","C","C",20.0475592864156
"J","F","C","C",12.0096800349897
"K","F","C","C",10.9958719456877
"L","F","C","C",16.7140367370441
"M","F","C","C",12.9446542984023
"N","F","C","C",17.4641941149648
"O","F","C","C",17.4415112693193
"P","F","C","C",22.8509597613024
"Q","F","C","C",20.9489829264138
"R","F","C","C",15.9977784385544
"S","F","C","C",7.35666148373417
"T","F","C","C",17.2913725708426
"U","F","C","C",11.1996344294715
"A","A","D","C",5.91363288277724
"B","A","D","C",16.128338179041
"C","A","D","C",13.0741523574592
"D","A","D","C",12.5532800311629
"E","A","D","C",8.44084189812599
"F","A","D","C",14.2824779720076
"G","A","D","C",4.2279177443929
"H","A","D","C",14.44225813818
"I","A","D","C",10.4222147510768
"J","A","D","C",8.86589937313944
"K","A","D","C",9.12140669784805
"L","A","D","C",9.63721860231853
"M","A","D","C",10.1420343654777
"N","A","D","C",10.7068700882625
"O","A","D","C",12.5321773390634
"P","A","D","C",13.4643570684833
"Q","A","D","C",13.8805157489505
"R","A","D","C",10.9319846117057
"S","A","D","C",4.35387763420556
"T","A","D","C",10.0487867852168
"U","A","D","C",7.24977020973528
"A","B","D","C",5.40536443557873
"B","B","D","C",10.3727884021399
"C","B","D","C",7.78422281196559
"D","B","D","C",7.23605285161289
"E","B","D","C",5.35291005369085
"F","B","D","C",8.18402732285909
"G","B","D","C",3.46041797374823
"H","B","D","C",9.62480629007093
"I","B","D","C",7.09818976823935
"J","B","D","C",6.4212135821088
"K","B","D","C",5.9142790156575
"L","B","D","C",5.36605208001065
"M","B","D","C",6.54666096169439
"N","B","D","C",7.07658283364281
"O","B","D","C",7.1695768083756
"P","B","D","C",8.42072629301335
"Q","B","D","C",8.57611513329221
"R","B","D","C",7.4252377176201
"S","B","D","C",2.35160034072304
"T","B","D","C",6.46377658438932
"U","B","D","C",4.7108185006014
"A","C","D","C",16.8835853282978
"B","C","D","C",23.4004234545279
"C","C","D","C",16.1360370628627
"D","C","D","C",10.766498410073
"E","C","D","C",16.2474277419593
"F","C","D","C",15.8313778943192
"G","C","D","C",3.71695907394936
"H","C","D","C",14.9411447937272
"I","C","D","C",14.6277423037999
"J","C","D","C",10.4404579605989
"K","C","D","C",13.8172276277367
"L","C","D","C",10.0091013374397
"M","C","D","C",11.6112522020943
"N","C","D","C",11.680442886207
"O","C","D","C",15.9102662346726
"P","C","D","C",16.4629849502226
"Q","C","D","C",13.6365954532857
"R","C","D","C",14.6281445730983
"S","C","D","C",7.29733127281793
"T","C","D","C",10.332275609538
"U","C","D","C",7.58873443375345
"A","D","D","C",16.8334253650589
"B","D","D","C",30.2710696680218
"C","D","D","C",20.5673135590527
"D","D","D","C",16.2801493203189
"E","D","D","C",16.9642976092716
"F","D","D","C",20.2444052981356
"G","D","D","C",10.6107305115729
"H","D","D","C",25.9238006849373
"I","D","D","C",21.2645733051518
"J","D","D","C",16.2567732733681
"K","D","D","C",13.9469931139403
"L","D","D","C",16.1727267187386
"M","D","D","C",14.6059872803629
"N","D","D","C",17.7153154307678
"O","D","D","C",17.6566315531419
"P","D","D","C",23.1960228512243
"Q","D","D","C",17.5643392092448
"R","D","D","C",20.8443856153922
"S","D","D","C",6.02241237740543
"T","D","D","C",17.1703688129627
"U","D","D","C",12.4336175432707
"A","E","D","C",6.46263883361293
"B","E","D","C",18.7372197170053
"C","E","D","C",15.3959550146763
"D","E","D","C",10.4064187480688
"E","E","D","C",10.4162627345047
"F","E","D","C",10.5082556505833
"G","E","D","C",5.17468070105544
"H","E","D","C",16.3962456643421
"I","E","D","C",11.3006682476995
"J","E","D","C",9.5852329106684
"K","E","D","C",9.2149966901216
"L","E","D","C",10.4285300477956
"M","E","D","C",10.5003820162405
"N","E","D","C",11.6508521597383
"O","E","D","C",9.51174768690782
"P","E","D","C",12.0889817997605
"Q","E","D","C",11.38695552599
"R","E","D","C",12.6256532263719
"S","E","D","C",3.27727470967357
"T","E","D","C",10.9769307318015
"U","E","D","C",7.3932672960881
"A","F","D","C",8.26873486130563
"B","F","D","C",20.9220781367766
"C","F","D","C",16.505783169206
"D","F","D","C",16.1840058057903
"E","F","D","C",12.9795092577802
"F","F","D","C",16.3640267932956
"G","F","D","C",7.786359912091
"H","F","D","C",20.3944734973249
"I","F","D","C",13.8728829285453
"J","F","D","C",12.1078008673069
"K","F","D","C",11.233967694811
"L","F","D","C",13.5261056155752
"M","F","D","C",11.4203604236603
"N","F","D","C",14.9018015227219
"O","F","D","C",15.6084603796232
"P","F","D","C",18.086494447134
"Q","F","D","C",14.2315000284066
"R","F","D","C",16.2413075914491
"S","F","D","C",6.47831426662209
"T","F","D","C",11.6772593744962
"U","F","D","C",9.56929003719942
"A","A","E","C",4.9754723072619
"B","A","E","C",12.3872830632415
"C","A","E","C",10.3300105550438
"D","A","E","C",9.06671800230691
"E","A","E","C",7.18189542925673
"F","A","E","C",8.88963920492487
"G","A","E","C",4.24308456928051
"H","A","E","C",6.6312541356069
"I","A","E","C",6.95761486338527
"J","A","E","C",7.46042468142887
"K","A","E","C",6.05314794638827
"L","A","E","C",5.87782775978312
"M","A","E","C",6.07295623191323
"N","A","E","C",5.59025083116763
"O","A","E","C",8.01273740753935
"P","A","E","C",9.49176096113265
"Q","A","E","C",7.81417095070353
"R","A","E","C",9.16483662721677
"S","A","E","C",2.40263695866482
"T","A","E","C",5.98540131288687
"U","A","E","C",5.0785521811871
"A","B","E","C",4.44869005161368
"B","B","E","C",7.21477807111643
"C","B","E","C",6.18059151074748
"D","B","E","C",5.07730083084388
"E","B","E","C",3.8941360178221
"F","B","E","C",4.95642408239272
"G","B","E","C",2.78698706296699
"H","B","E","C",4.07442482063617
"I","B","E","C",4.12404557919534
"J","B","E","C",4.45182726043694
"K","B","E","C",3.84790688322288
"L","B","E","C",2.9764603424295
"M","B","E","C",3.12645615501862
"N","B","E","C",3.0793972717695
"O","B","E","C",2.91837578997482
"P","B","E","C",4.72009055721647
"Q","B","E","C",4.66089344704828
"R","B","E","C",4.88018295910499
"S","B","E","C",0.957862126142468
"T","B","E","C",3.10519316679625
"U","B","E","C",2.49571474684619
"A","C","E","C",15.2614585907348
"B","C","E","C",16.9805974030509
"C","C","E","C",14.6147989111044
"D","C","E","C",7.62373581357483
"E","C","E","C",11.2653254268959
"F","C","E","C",12.3701637278433
"G","C","E","C",5.06547690556281
"H","C","E","C",9.99049986664725
"I","C","E","C",9.10808064912155
"J","C","E","C",8.10647958474076
"K","C","E","C",9.19529690217194
"L","C","E","C",7.66247179915965
"M","C","E","C",4.98329775499508
"N","C","E","C",6.99876507530273
"O","C","E","C",9.19244065680063
"P","C","E","C",11.1571544687139
"Q","C","E","C",10.1289508948906
"R","C","E","C",11.5562599310567
"S","C","E","C",3.84145973309963
"T","C","E","C",7.30990090776949
"U","C","E","C",5.40059144052674
"A","D","E","C",14.5789591103563
"B","D","E","C",21.3324993269634
"C","D","E","C",19.4517691928627
"D","D","E","C",12.2953775170607
"E","D","E","C",11.4230113267492
"F","D","E","C",12.8026353709771
"G","D","E","C",7.51519243109852
"H","D","E","C",14.3471768076559
"I","D","E","C",10.8736369741614
"J","D","E","C",11.6380098917678
"K","D","E","C",10.7059720408815
"L","D","E","C",10.6235896655331
"M","D","E","C",7.65997489388658
"N","D","E","C",8.55437909400383
"O","D","E","C",10.6024660902491
"P","D","E","C",11.734182326805
"Q","D","E","C",10.1145552883954
"R","D","E","C",12.5659063310461
"S","D","E","C",3.37000776563006
"T","D","E","C",9.09308506617566
"U","D","E","C",6.98545358378494
"A","E","E","C",6.75024346416038
"B","E","E","C",17.5731564431638
"C","E","E","C",17.0260289121157
"D","E","E","C",9.01412284322045
"E","E","E","C",11.9890011507703
"F","E","E","C",13.7640746195955
"G","E","E","C",8.46521698218452
"H","E","E","C",13.3559057236535
"I","E","E","C",10.5375853784402
"J","E","E","C",12.2010462574293
"K","E","E","C",8.36869296816691
"L","E","E","C",11.2161503128494
"M","E","E","C",7.68585783572326
"N","E","E","C",12.8223096055753
"O","E","E","C",12.8829771750535
"P","E","E","C",14.9957053239657
"Q","E","E","C",10.8255284492801
"R","E","E","C",12.3128792286787
"S","E","E","C",4.23101814047962
"T","E","E","C",10.2763166392591
"U","E","E","C",7.53326971525175
"A","F","E","C",6.94116727956609
"B","F","E","C",17.0120802224456
"C","F","E","C",16.03344815108
"D","F","E","C",11.1734248138457
"E","F","E","C",9.83575296694376
"F","F","E","C",12.2050262608894
"G","F","E","C",6.68906697096405
"H","F","E","C",11.8989859932541
"I","F","E","C",9.32064233413186
"J","F","E","C",8.8016078529212
"K","F","E","C",8.38826872898659
"L","F","E","C",8.23515585353994
"M","F","E","C",7.80478696406225
"N","F","E","C",7.89828235137742
"O","F","E","C",12.2417822871633
"P","F","E","C",10.7733816166236
"Q","F","E","C",10.0296645075893
"R","F","E","C",11.4791984126902
"S","F","E","C",4.48861684361258
"T","F","E","C",8.17866617933332
"U","F","E","C",6.38181057862952
"A","A","F","C",4.91953326067008
"B","A","F","C",12.2927181395498
"C","A","F","C",10.3254868996474
"D","A","F","C",9.00471696537996
"E","A","F","C",6.89678814984788
"F","A","F","C",8.85039612955718
"G","A","F","C",3.47683351026692
"H","A","F","C",6.47864432015458
"I","A","F","C",6.40479881229117
"J","A","F","C",6.27786697743861
"K","A","F","C",6.20766632446173
"L","A","F","C",7.68089183278978
"M","A","F","C",6.89342077180417
"N","A","F","C",7.00976247776442
"O","A","F","C",8.8657858135707
"P","A","F","C",10.5338995040989
"Q","A","F","C",7.45765139216121
"R","A","F","C",8.61543938400601
"S","A","F","C",3.59381932020325
"T","A","F","C",7.12701048709549
"U","A","F","C",5.06593658134484
"A","B","F","C",4.34278292127204
"B","B","F","C",8.27879900426851
"C","B","F","C",6.73078614428518
"D","B","F","C",5.66286927150993
"E","B","F","C",5.34694759039688
"F","B","F","C",6.75562848442548
"G","B","F","C",3.11349857614041
"H","B","F","C",5.25567058572678
"I","B","F","C",4.53660950505365
"J","B","F","C",4.43490764504634
"K","B","F","C",4.1619699714404
"L","B","F","C",4.94044199897801
"M","B","F","C",4.86375247202349
"N","B","F","C",4.49791810437714
"O","B","F","C",5.47017274162383
"P","B","F","C",6.69520899567471
"Q","B","F","C",4.56963235990556
"R","B","F","C",5.17139326572503
"S","B","F","C",2.23449233450449
"T","B","F","C",4.5192950171984
"U","B","F","C",3.05194108381885
"A","C","F","C",13.0557980428478
"B","C","F","C",22.6424266732978
"C","C","F","C",16.2471862133362
"D","C","F","C",10.4679566745412
"E","C","F","C",14.5112841537551
"F","C","F","C",14.2996338743233
"G","C","F","C",6.78779638001345
"H","C","F","C",14.1494960281566
"I","C","F","C",10.6915454427864
"J","C","F","C",9.53664166011251
"K","C","F","C",12.3636567870127
"L","C","F","C",10.6109093068946
"M","C","F","C",9.41005218243686
"N","C","F","C",11.5131356300679
"O","C","F","C",14.2713817325721
"P","C","F","C",15.1854574433844
"Q","C","F","C",11.4671068365032
"R","C","F","C",14.1053922244635
"S","C","F","C",6.18569466226372
"T","C","F","C",10.4304721062524
"U","C","F","C",6.85513775947519
"A","D","F","C",13.2286917934193
"B","D","F","C",25.4647642130149
"C","D","F","C",18.4870371776996
"D","D","F","C",14.5378493300209
"E","D","F","C",13.0825006044259
"F","D","F","C",13.6954969160507
"G","D","F","C",9.66434347924005
"H","D","F","C",16.3926054547903
"I","D","F","C",10.6375681594001
"J","D","F","C",8.54252587656314
"K","D","F","C",11.7049999911942
"L","D","F","C",12.7314041619172
"M","D","F","C",9.94793756469484
"N","D","F","C",11.6368524949486
"O","D","F","C",12.3722063636901
"P","D","F","C",15.1213628776954
"Q","D","F","C",10.0035005865412
"R","D","F","C",13.7587803340513
"S","D","F","C",5.99398893316742
"T","D","F","C",9.98270647576061
"U","D","F","C",6.43546914374268
"A","E","F","C",4.45505390093616
"B","E","F","C",16.0926154642089
"C","E","F","C",13.8895992683977
"D","E","F","C",10.2311528071494
"E","E","F","C",7.83041254524004
"F","E","F","C",7.34027568978622
"G","E","F","C",6.43371278152023
"H","E","F","C",8.71944473264482
"I","E","F","C",6.86127392525822
"J","E","F","C",6.62512172896415
"K","E","F","C",8.36188580689663
"L","E","F","C",8.8333488267205
"M","E","F","C",6.92035497422013
"N","E","F","C",7.80329570678256
"O","E","F","C",7.13609634973684
"P","E","F","C",10.0747947568939
"Q","E","F","C",8.19429981041707
"R","E","F","C",9.73691760042946
"S","E","F","C",3.88429768703884
"T","E","F","C",7.24624960293586
"U","E","F","C",4.89506088299959
"A","F","F","C",6.14101585686985
"B","F","F","C",15.2434646047001
"C","F","F","C",12.1823262038792
"D","F","F","C",11.1868023282346
"E","F","F","C",8.35044457352641
"F","F","F","C",6.90007135971872
"G","F","F","C",6.44822638084074
"H","F","F","C",7.4887194553208
"I","F","F","C",5.83021917252831
"J","F","F","C",4.80986942073876
"K","F","F","C",7.56597606192369
"L","F","F","C",8.6548652972344
"M","F","F","C",6.4004482690248
"N","F","F","C",7.36187698431555
"O","F","F","C",9.55041280123515
"P","F","F","C",9.6754579732199
"Q","F","F","C",9.5286645482208
"R","F","F","C",11.3482386595769
"S","F","F","C",4.99080757822353
"T","F","F","C",7.0706601701944
"U","F","F","C",4.25996849614802
"A","A","A","D",2.05229851768736
"B","A","A","D",5.66158098100234
"C","A","A","D",7.18889145165646
"D","A","A","D",3.32640324897856
"E","A","A","D",2.71520059858095
"F","A","A","D",5.20098134063705
"G","A","A","D",2.24340798826107
"H","A","A","D",2.48094814234844
"I","A","A","D",4.27009919944493
"J","A","A","D",3.34267483756745
"K","A","A","D",1.59696332080207
"L","A","A","D",3.68966856019181
"M","A","A","D",2.54105301638599
"N","A","A","D",3.38865875233522
"O","A","A","D",3.48045108655403
"P","A","A","D",4.80780735198946
"Q","A","A","D",4.44632225082428
"R","A","A","D",3.74092991975267
"S","A","A","D",2.27567429731828
"T","A","A","D",3.31479657672439
"U","A","A","D",2.00986895530283
"A","B","A","D",2.65459894392758
"B","B","A","D",4.83448245186022
"C","B","A","D",4.87642167480271
"D","B","A","D",3.19615728757395
"E","B","A","D",3.1117339831707
"F","B","A","D",4.21475517288095
"G","B","A","D",1.87911357092451
"H","B","A","D",2.77094466092631
"I","B","A","D",3.25049265378339
"J","B","A","D",3.0433753205588
"K","B","A","D",2.25319177704647
"L","B","A","D",2.59203596143753
"M","B","A","D",2.41765577666984
"N","B","A","D",3.05738495873886
"O","B","A","D",2.42461804032584
"P","B","A","D",3.81439465716947
"Q","B","A","D",3.49025517661151
"R","B","A","D",3.15062868990367
"S","B","A","D",1.63954899250472
"T","B","A","D",2.42629149753119
"U","B","A","D",1.6389695196285
"A","C","A","D",12.4497177552942
"B","C","A","D",18.2995349161716
"C","C","A","D",15.7596411499154
"D","C","A","D",13.1339879793559
"E","C","A","D",13.6191066380544
"F","C","A","D",15.780919660933
"G","C","A","D",9.51377198684191
"H","C","A","D",15.1754624585811
"I","C","A","D",15.0835481142478
"J","C","A","D",11.8198712583081
"K","C","A","D",11.135308281986
"L","C","A","D",9.63511318725491
"M","C","A","D",8.78006917540855
"N","C","A","D",13.8589928631826
"O","C","A","D",12.771373654446
"P","C","A","D",16.5352678304314
"Q","C","A","D",12.3742099247355
"R","C","A","D",13.2188124563485
"S","C","A","D",6.88001909064497
"T","C","A","D",10.19190336648
"U","C","A","D",6.80172289224948
"A","D","A","D",11.8608389616447
"B","D","A","D",19.6040232113598
"C","D","A","D",17.7089872243163
"D","D","A","D",14.2205959797951
"E","D","A","D",9.20215065706481
"F","D","A","D",12.9617418313445
"G","D","A","D",8.67370516986382
"H","D","A","D",14.302809187443
"I","D","A","D",12.4063375537437
"J","D","A","D",10.2519018369085
"K","D","A","D",9.90201982865667
"L","D","A","D",9.459902640196
"M","D","A","D",8.68023273999876
"N","D","A","D",12.7664762996143
"O","D","A","D",11.255395137497
"P","D","A","D",14.3442486883054
"Q","D","A","D",11.1058464946679
"R","D","A","D",12.5599433617416
"S","D","A","D",5.96311329640427
"T","D","A","D",9.63008599494259
"U","D","A","D",6.40189884098241
"A","E","A","D",5.84428313372991
"B","E","A","D",12.6419606483619
"C","E","A","D",10.8057561465835
"D","E","A","D",9.29808017222642
"E","E","A","D",5.23874359259359
"F","E","A","D",8.97531517229404
"G","E","A","D",6.69622031921725
"H","E","A","D",8.44769083595572
"I","E","A","D",9.54373214080898
"J","E","A","D",6.22084084174343
"K","E","A","D",6.73979159042552
"L","E","A","D",6.98486063525668
"M","E","A","D",5.95483233559181
"N","E","A","D",9.05467434146932
"O","E","A","D",8.15671276136343
"P","E","A","D",10.4726382754285
"Q","E","A","D",7.6960183142883
"R","E","A","D",8.3566984825555
"S","E","A","D",3.90791761716726
"T","E","A","D",7.37094071410088
"U","E","A","D",4.53231902730886
"A","F","A","D",4.76549946311382
"B","F","A","D",10.8620702420939
"C","F","A","D",11.7990892332736
"D","F","A","D",7.2676810580462
"E","F","A","D",3.55200751648627
"F","F","A","D",6.65682143517893
"G","F","A","D",5.2679135986775
"H","F","A","D",6.61340040568936
"I","F","A","D",7.30516942731443
"J","F","A","D",4.3360093160128
"K","F","A","D",4.57929918122017
"L","F","A","D",5.27024308083715
"M","F","A","D",4.7251094760316
"N","F","A","D",5.85483057234363
"O","F","A","D",7.1566834404794
"P","F","A","D",8.12863546708086
"Q","F","A","D",6.01610495293879
"R","F","A","D",6.57625147412732
"S","F","A","D",4.06305745515616
"T","F","A","D",5.85256619828275
"U","F","A","D",3.23792786747113
"A","A","B","D",1.94519127615615
"B","A","B","D",4.87909869419334
"C","A","B","D",4.28140933642205
"D","A","B","D",3.53416598599129
"E","A","B","D",2.41880596392168
"F","A","B","D",4.1033201987891
"G","A","B","D",1.93857412915255
"H","A","B","D",3.01894022000422
"I","A","B","D",3.52288024950142
"J","A","B","D",2.90532970040598
"K","A","B","D",2.30505152826488
"L","A","B","D",3.18635701975451
"M","A","B","D",2.784405007973
"N","A","B","D",3.04696859628826
"O","A","B","D",3.63761059225113
"P","A","B","D",4.15019246217926
"Q","A","B","D",3.84703993526515
"R","A","B","D",3.59724500410824
"S","A","B","D",1.9250888177669
"T","A","B","D",3.26637783355164
"U","A","B","D",2.07637486143462
"A","B","B","D",1.81262033611972
"B","B","B","D",3.34184480041115
"C","B","B","D",2.7812762358592
"D","B","B","D",2.42027113566131
"E","B","B","D",1.87157927620134
"F","B","B","D",2.76944148995064
"G","B","B","D",1.37660508127927
"H","B","B","D",2.40808197611765
"I","B","B","D",2.39010600338768
"J","B","B","D",2.1351657151396
"K","B","B","D",1.75705472430813
"L","B","B","D",1.95304165350824
"M","B","B","D",1.97036891337447
"N","B","B","D",2.25777773370969
"O","B","B","D",2.27971097190288
"P","B","B","D",2.86401017102586
"Q","B","B","D",2.58712039348091
"R","B","B","D",2.45126388576668
"S","B","B","D",1.24046453922258
"T","B","B","D",2.08682494825718
"U","B","B","D",1.44480497057221
"A","C","B","D",6.07875051159923
"B","C","B","D",8.95137813489593
"C","C","B","D",7.36516834584388
"D","C","B","D",5.58176396176711
"E","C","B","D",6.45240772141503
"F","C","B","D",7.10878552020757
"G","C","B","D",3.98436910688682
"H","C","B","D",7.23463500424504
"I","C","B","D",6.80510448203559
"J","C","B","D",5.42888453693217
"K","C","B","D",5.5459461962184
"L","C","B","D",4.8501898225479
"M","C","B","D",4.46392410597087
"N","C","B","D",6.26000001603883
"O","C","B","D",6.46321628559988
"P","C","B","D",7.7151418238786
"Q","C","B","D",6.19851489041997
"R","C","B","D",6.73368747198326
"S","C","B","D",3.68749622969766
"T","C","B","D",5.11942975711872
"U","C","B","D",3.41868011509
"A","D","B","D",6.13336106217328
"B","D","B","D",10.5218595991393
"C","D","B","D",8.15391364587126
"D","D","B","D",6.96589970197935
"E","D","B","D",5.11525612646235
