"Var1","Var2","Var3","Var4","value"
"P","F","A","C",1.73185634749199
"Q","F","A","C",2.2981074143996
"R","F","A","C",1.93251333035209
"S","F","A","C",0.943679528700081
"T","F","A","C",0.93759570416635
"U","F","A","C",1.16383226298467
"A","A","B","C",2.01758332366991
"B","A","B","C",3.13385117527065
"C","A","B","C",3.06193230653827
"D","A","B","C",4.39004539287973
"E","A","B","C",3.63688031515728
"F","A","B","C",3.14458027882593
"G","A","B","C",3.82852915787296
"H","A","B","C",3.22974044059752
"I","A","B","C",3.19701712523328
"J","A","B","C",3.84327252350516
"K","A","B","C",2.23804211961552
"L","A","B","C",4.64170112510399
"M","A","B","C",4.01606835735841
"N","A","B","C",3.52584292315717
"O","A","B","C",2.46744831263078
"P","A","B","C",2.4513467450975
"Q","A","B","C",2.12988443463842
"R","A","B","C",1.65236657040324
"S","A","B","C",2.13340807224675
"T","A","B","C",2.56798365841546
"U","A","B","C",1.71413852507694
"A","B","B","C",0.5687678665396
"B","B","B","C",1.1013791086568
"C","B","B","C",1.9819361636982
"D","B","B","C",1.37056725509333
"E","B","B","C",2.59440436137434
"F","B","B","C",1.87499678532472
"G","B","B","C",1.46526668388735
"H","B","B","C",1.95286258635065
"I","B","B","C",1.82377186425544
"J","B","B","C",1.20012782665787
"K","B","B","C",2.2545661963673
"L","B","B","C",1.55009115936579
"M","B","B","C",1.86895306231435
"N","B","B","C",1.65579685511726
"O","B","B","C",1.71320512988874
"P","B","B","C",1.17839704611938
"Q","B","B","C",1.11996802211708
"R","B","B","C",0.671041605520838
"S","B","B","C",0.733883390539512
"T","B","B","C",1.63346498962448
"U","B","B","C",0.93561675795321
"A","C","B","C",2.53432720742737
"B","C","B","C",1.81141411506104
"C","C","B","C",2.29869843197173
"D","C","B","C",3.22360184685796
"E","C","B","C",3.36746448283502
"F","C","B","C",1.93091027513152
"G","C","B","C",2.41502609068547
"H","C","B","C",1.71980996442745
"I","C","B","C",2.56998127706877
"J","C","B","C",3.03296078939755
"K","C","B","C",1.81829886502217
"L","C","B","C",2.54244819168354
"M","C","B","C",2.50038471596222
"N","C","B","C",2.3788453073328
"O","C","B","C",1.93006082846931
"P","C","B","C",1.85553475354168
"Q","C","B","C",2.19970671633331
"R","C","B","C",1.51202014211407
"S","C","B","C",1.15469049247385
"T","C","B","C",1.03387133837065
"U","C","B","C",1.15829642948148
"A","D","B","C",3.15395549778939
"B","D","B","C",2.09933622710207
"C","D","B","C",2.89423379910541
"D","D","B","C",3.26270259921324
"E","D","B","C",3.68227796742895
"F","D","B","C",2.028667456924
"G","D","B","C",2.72214716330336
"H","D","B","C",2.1525678475954
"I","D","B","C",2.76155987935979
"J","D","B","C",3.96481445191093
"K","D","B","C",2.41930966051195
"L","D","B","C",3.43502796534057
"M","D","B","C",2.59604757752184
"N","D","B","C",2.60058209389093
"O","D","B","C",2.43779648783114
"P","D","B","C",1.44707250847166
"Q","D","B","C",1.8513833041629
"R","D","B","C",1.42715041245485
"S","D","B","C",1.40912802881474
"T","D","B","C",1.52507677398241
"U","D","B","C",1.21535249137072
"A","E","B","C",1.80493265365699
"B","E","B","C",3.29079102815153
"C","E","B","C",4.80177691818399
"D","E","B","C",5.65517502050475
"E","E","B","C",5.47292586449648
"F","E","B","C",3.09097681899521
"G","E","B","C",5.0725262773954
"H","E","B","C",5.14563674946785
"I","E","B","C",4.39537898543576
"J","E","B","C",5.2884433989119
"K","E","B","C",3.44069764671735
"L","E","B","C",5.29046265438047
"M","E","B","C",4.67831333803712
"N","E","B","C",5.50745477323471
"O","E","B","C",2.98306783811792
"P","E","B","C",3.3493709703718
"Q","E","B","C",2.80647548357525
"R","E","B","C",1.91778020635577
"S","E","B","C",1.86919467496568
"T","E","B","C",1.34471595403574
"U","E","B","C",2.95272616339838
"A","F","B","C",1.87086027964398
"B","F","B","C",2.0560640742724
"C","F","B","C",2.2306289530687
"D","F","B","C",2.8429400113407
"E","F","B","C",2.61936540417892
"F","F","B","C",1.55453731450474
"G","F","B","C",2.3787050690124
"H","F","B","C",2.05434095388109
"I","F","B","C",2.40052201399149
"J","F","B","C",2.10010053550831
"K","F","B","C",1.4099676555471
"L","F","B","C",2.44955979308284
"M","F","B","C",1.9961174800187
"N","F","B","C",1.62832851957094
"O","F","B","C",1.65021730674825
"P","F","B","C",1.51425913301457
"Q","F","B","C",1.543051725714
"R","F","B","C",1.12527995196161
"S","F","B","C",1.17218806253917
"T","F","B","C",0.659427975948073
"U","F","B","C",1.01182118889492
"A","A","C","C",7.28896072599678
"B","A","C","C",11.8650793250844
"C","A","C","C",16.3652958998087
"D","A","C","C",17.7861272511371
"E","A","C","C",17.5685593066362
"F","A","C","C",14.4715958068866
"G","A","C","C",19.1347669466491
"H","A","C","C",15.8608037292212
"I","A","C","C",14.8876549945625
"J","A","C","C",15.577993374211
"K","A","C","C",16.9171597423908
"L","A","C","C",21.0189651194179
"M","A","C","C",19.9972716394202
"N","A","C","C",13.9492074321057
"O","A","C","C",13.5387448900663
"P","A","C","C",12.3386593590514
"Q","A","C","C",12.4208032639212
"R","A","C","C",5.418700377431
"S","A","C","C",7.39896521368377
"T","A","C","C",8.78779701721023
"U","A","C","C",9.7510095716857
"A","B","C","C",4.85913909988503
"B","B","C","C",7.87402408962149
"C","B","C","C",9.41932675035674
"D","B","C","C",10.4801758692894
"E","B","C","C",12.4144144951904
"F","B","C","C",9.36927059279873
"G","B","C","C",8.75357536724995
"H","B","C","C",8.70413356862753
"I","B","C","C",12.1139137882616
"J","B","C","C",8.84202031649975
"K","B","C","C",11.2725467850413
"L","B","C","C",11.6540434247033
"M","B","C","C",9.24096634904483
"N","B","C","C",8.73056551225705
"O","B","C","C",7.49519475881468
"P","B","C","C",6.70736307981271
"Q","B","C","C",9.66332145268471
"R","B","C","C",4.86693563190077
"S","B","C","C",3.60058799668617
"T","B","C","C",4.70525923091989
"U","B","C","C",6.13005050408839
"A","C","C","C",0.896244450225522
"B","C","C","C",2.42226720303981
"C","C","C","C",3.8282614077133
"D","C","C","C",4.1901508926921
"E","C","C","C",4.9195911313692
"F","C","C","C",3.93155773387587
"G","C","C","C",3.25949940571761
"H","C","C","C",3.89865623502791
"I","C","C","C",3.21217413757854
"J","C","C","C",4.42160007595766
"K","C","C","C",4.20708259282844
"L","C","C","C",3.85734415689756
"M","C","C","C",4.49134854816929
"N","C","C","C",3.06751740064255
"O","C","C","C",2.4526142944223
"P","C","C","C",2.42891097260112
"Q","C","C","C",2.5649468157645
"R","C","C","C",1.28810730764918
"S","C","C","C",1.65658968211529
"T","C","C","C",1.70052804327121
"U","C","C","C",2.17799023388204
"A","D","C","C",2.57554269742647
"B","D","C","C",5.35949623597786
"C","D","C","C",7.64859488717786
"D","D","C","C",8.43559970971281
"E","D","C","C",7.3152402347402
"F","D","C","C",6.13599353877788
"G","D","C","C",7.49575317062754
"H","D","C","C",5.67256633920763
"I","D","C","C",7.8415343436925
"J","D","C","C",7.38470794172057
"K","D","C","C",5.89004410316378
"L","D","C","C",7.22072268489953
"M","D","C","C",5.26772371505986
"N","D","C","C",5.90459392273045
"O","D","C","C",4.01449670650609
"P","D","C","C",4.72372548817235
"Q","D","C","C",4.29155913823899
"R","D","C","C",1.54930387643424
"S","D","C","C",2.43429168081248
"T","D","C","C",3.02515357749925
"U","D","C","C",3.57088122568047
"A","E","C","C",2.80144644532901
"B","E","C","C",4.59374144196829
"C","E","C","C",5.52487711192966
"D","E","C","C",6.09124079870868
"E","E","C","C",6.5772155349635
"F","E","C","C",4.06932261669901
"G","E","C","C",4.92944431019932
"H","E","C","C",5.49405982037641
"I","E","C","C",3.09670139806596
"J","E","C","C",6.41469750140472
"K","E","C","C",3.42839873692055
"L","E","C","C",5.9794970946005
"M","E","C","C",4.88295632273433
"N","E","C","C",4.55893444591894
"O","E","C","C",4.87517111360146
"P","E","C","C",3.06826274628793
"Q","E","C","C",3.52508947657083
"R","E","C","C",1.9235252955568
"S","E","C","C",2.09155414627697
"T","E","C","C",2.40880220438194
"U","E","C","C",2.11696029232913
"A","F","C","C",0.986365501445458
"B","F","C","C",1.9982196091951
"C","F","C","C",3.32883162958153
"D","F","C","C",2.98450571353357
"E","F","C","C",3.07005622300702
"F","F","C","C",2.02687986399317
"G","F","C","C",1.9737933851729
"H","F","C","C",2.64700826034461
"I","F","C","C",4.90930156396243
"J","F","C","C",3.59452829591083
"K","F","C","C",2.36668719276566
"L","F","C","C",2.39827422058974
"M","F","C","C",2.77081742661088
"N","F","C","C",2.74880850814617
"O","F","C","C",2.14736126118411
"P","F","C","C",1.64074308838855
"Q","F","C","C",2.18404749641265
"R","F","C","C",1.16441938608578
"S","F","C","C",1.19862197850632
"T","F","C","C",0.921865806805598
"U","F","C","C",1.53657051658689
"A","A","D","C",9.93976120356808
"B","A","D","C",20.2583829101323
"C","A","D","C",26.9984619066809
"D","A","D","C",25.8786065886878
"E","A","D","C",25.6536455229018
"F","A","D","C",24.2677604061398
"G","A","D","C",29.3041745192845
"H","A","D","C",26.032812413774
"I","A","D","C",25.7217821922967
"J","A","D","C",25.6754850016524
"K","A","D","C",23.307133366452
"L","A","D","C",29.7834778404597
"M","A","D","C",32.1386830197276
"N","A","D","C",21.2850764376562
"O","A","D","C",20.8806178604852
"P","A","D","C",17.5564380762807
"Q","A","D","C",20.1256985290623
"R","A","D","C",9.05103001439718
"S","A","D","C",11.6966239001925
"T","A","D","C",11.3188194198787
"U","A","D","C",15.2270806587964
"A","B","D","C",5.3271454432687
"B","B","D","C",13.2711296909188
"C","B","D","C",18.1237191140263
"D","B","D","C",17.1042190188339
"E","B","D","C",21.4336673361906
"F","B","D","C",18.4803252813171
"G","B","D","C",16.2673730952569
"H","B","D","C",21.5423966534253
"I","B","D","C",22.0336154737999
"J","B","D","C",17.3663247270998
"K","B","D","C",20.0845853222297
"L","B","D","C",13.7770797750751
"M","B","D","C",16.1153902433384
"N","B","D","C",12.9532413112129
"O","B","D","C",19.8552122405826
"P","B","D","C",11.2892266690003
"Q","B","D","C",15.5993953792458
"R","B","D","C",7.71305704637974
"S","B","D","C",10.0074713856182
"T","B","D","C",9.81250015014744
"U","B","D","C",13.7651312324896
"A","C","D","C",2.59204912192221
"B","C","D","C",4.22780772307297
"C","C","D","C",6.6098617847121
"D","C","D","C",7.51782955786973
"E","C","D","C",7.96480470939362
"F","C","D","C",5.02270534948335
"G","C","D","C",4.59050383806541
"H","C","D","C",4.16518717612794
"I","C","D","C",6.93984067046716
"J","C","D","C",6.1852851353203
"K","C","D","C",5.49679843487792
"L","C","D","C",5.78732087034278
"M","C","D","C",7.04705710957166
"N","C","D","C",5.53403567640799
"O","C","D","C",5.37328168071239
"P","C","D","C",3.65254026997345
"Q","C","D","C",4.55042191045286
"R","C","D","C",1.77118579675312
"S","C","D","C",1.68548498890677
"T","C","D","C",2.95098218455462
"U","C","D","C",2.41266109071755
"A","D","D","C",4.18454396535607
"B","D","D","C",7.90692526296144
"C","D","D","C",10.8989294161415
"D","D","D","C",7.57571292041616
"E","D","D","C",10.8317584758787
"F","D","D","C",8.64716738088259
"G","D","D","C",9.35788236094278
"H","D","D","C",7.05905682906988
"I","D","D","C",12.3557157627755
"J","D","D","C",10.6000001422283
"K","D","D","C",9.3465916171546
"L","D","D","C",11.6482219086575
"M","D","D","C",9.73994116050211
"N","D","D","C",8.27621208657162
"O","D","D","C",8.16609238192328
"P","D","D","C",6.70175725104244
"Q","D","D","C",5.9420486871114
"R","D","D","C",2.69444771627619
"S","D","D","C",3.50427545412332
"T","D","D","C",4.66564438898024
"U","D","D","C",4.48936227052478
"A","E","D","C",3.80670359215835
"B","E","D","C",4.77935631245516
"C","E","D","C",6.27119260587711
"D","E","D","C",7.66821562913755
"E","E","D","C",8.20538926154244
"F","E","D","C",5.59387589210771
"G","E","D","C",5.62491781167626
"H","E","D","C",6.24872872806612
"I","E","D","C",6.62493340857014
"J","E","D","C",6.29633357971841
"K","E","D","C",3.77163878655431
"L","E","D","C",6.9201844192231
"M","E","D","C",4.40667484911429
"N","E","D","C",5.75888918595708
"O","E","D","C",7.06938424930721
"P","E","D","C",2.93232344184393
"Q","E","D","C",4.70549033132125
"R","E","D","C",3.10164156883978
"S","E","D","C",1.69407054951581
"T","E","D","C",1.98517059376073
"U","E","D","C",2.97710265372227
"A","F","D","C",2.41385416346056
"B","F","D","C",5.73492592003023
"C","F","D","C",7.70681971563301
"D","F","D","C",8.76733518508918
"E","F","D","C",8.17254387059388
"F","F","D","C",4.32237553918245
"G","F","D","C",5.61515434455448
"H","F","D","C",5.43466692267391
"I","F","D","C",9.42036164172432
"J","F","D","C",8.04054282288225
"K","F","D","C",4.71012659167644
"L","F","D","C",7.58691795905936
"M","F","D","C",5.85679488152258
"N","F","D","C",6.3619060840515
"O","F","D","C",5.06538702146459
"P","F","D","C",4.49797443668296
"Q","F","D","C",4.07182472326331
"R","F","D","C",2.30479857893371
"S","F","D","C",2.14652357847002
"T","F","D","C",2.19017795999248
"U","F","D","C",3.59293467174521
"A","A","E","C",4.2818857375899
"B","A","E","C",9.32670399893703
"C","A","E","C",11.2155439436477
"D","A","E","C",11.9972548780615
"E","A","E","C",12.0146052417704
"F","A","E","C",9.57894673699187
"G","A","E","C",11.1749894707217
"H","A","E","C",12.1254300767287
"I","A","E","C",10.2813068255478
"J","A","E","C",12.2585995138298
"K","A","E","C",8.62809559066639
"L","A","E","C",13.5444854273258
"M","A","E","C",13.3273515358124
"N","A","E","C",9.31560418393834
"O","A","E","C",8.46876974859082
"P","A","E","C",7.18722986403896
"Q","A","E","C",7.12669195261437
"R","A","E","C",4.08066372678829
"S","A","E","C",4.71611847603954
"T","A","E","C",4.52965847815485
"U","A","E","C",4.99774559413605
"A","B","E","C",1.67960919840421
"B","B","E","C",4.2907702222797
"C","B","E","C",5.84050696898081
"D","B","E","C",5.07918682956565
"E","B","E","C",7.38201052403118
"F","B","E","C",5.88731311790624
"G","B","E","C",5.28495905645003
"H","B","E","C",7.38781439826046
"I","B","E","C",7.17624603430247
"J","B","E","C",5.73422094444737
"K","B","E","C",6.21908760402472
"L","B","E","C",5.23466508263217
"M","B","E","C",5.87928754961108
"N","B","E","C",4.9829750111348
"O","B","E","C",5.63676310808679
"P","B","E","C",3.59915709117109
"Q","B","E","C",5.37473618727291
"R","B","E","C",2.4877273084463
"S","B","E","C",2.50402195255291
"T","B","E","C",3.37892877011363
"U","B","E","C",3.69111088353793
"A","C","E","C",1.75039131209548
"B","C","E","C",3.27811262010478
"C","C","E","C",4.14731012709054
"D","C","E","C",5.53747640076605
"E","C","E","C",5.45765723244121
"F","C","E","C",2.96563697666322
"G","C","E","C",3.60596593087761
"H","C","E","C",4.27901441665691
"I","C","E","C",4.60861372011251
"J","C","E","C",4.49463398535138
"K","C","E","C",3.32503753609615
"L","C","E","C",4.75478281400455
"M","C","E","C",4.33284252136177
"N","C","E","C",4.33037366383598
"O","C","E","C",3.11306813085517
"P","C","E","C",2.61234179372925
"Q","C","E","C",3.36287192680673
"R","C","E","C",1.65859609814956
"S","C","E","C",1.4970824320428
"T","C","E","C",1.23706707857127
"U","C","E","C",1.4223691996672
"A","D","E","C",2.04896675761923
"B","D","E","C",3.6521137971307
"C","D","E","C",5.43173640957814
"D","D","E","C",5.16006464545568
"E","D","E","C",6.08979348073441
"F","D","E","C",3.91792028422811
"G","D","E","C",4.84721549978087
"H","D","E","C",4.3451110538741
"I","D","E","C",5.28884388712648
"J","D","E","C",6.84713787949469
"K","D","E","C",4.3897704390774
"L","D","E","C",5.8612514435093
"M","D","E","C",4.29840255030947
"N","D","E","C",4.30975252674663
"O","D","E","C",4.00342124265983
"P","D","E","C",3.00171962822518
"Q","D","E","C",3.45347063775353
"R","D","E","C",1.80092732913466
"S","D","E","C",2.17338132104956
"T","D","E","C",2.36659987616556
"U","D","E","C",1.92335437111817
"A","E","E","C",2.16554880991029
"B","E","E","C",5.19830891569101
"C","E","E","C",6.80997440377539
"D","E","E","C",7.77334221210318
"E","E","E","C",7.88263035668588
"F","E","E","C",4.80510031224256
"G","E","E","C",6.22188839664953
"H","E","E","C",7.07568467365079
"I","E","E","C",6.55898144711253
"J","E","E","C",6.64736962892836
"K","E","E","C",4.34775129565151
"L","E","E","C",7.88790039944266
"M","E","E","C",6.40637756514168
"N","E","E","C",6.58647114960144
"O","E","E","C",5.06951645892145
"P","E","E","C",4.07442145443212
"Q","E","E","C",3.79071820468154
"R","E","E","C",2.81275508560962
"S","E","E","C",2.2002149877444
"T","E","E","C",1.89586029498736
"U","E","E","C",3.28127317048288
"A","F","E","C",1.41032174368113
"B","F","E","C",3.42622192951449
"C","F","E","C",4.29040018375911
"D","F","E","C",5.07860761981424
"E","F","E","C",4.55498871642392
"F","F","E","C",2.56185858183021
"G","F","E","C",3.32710306934209
"H","F","E","C",3.8800281381917
"I","F","E","C",5.11784388751839
"J","F","E","C",4.01026153694163
"K","F","E","C",2.57839241808532
"L","F","E","C",4.70313784090458
"M","F","E","C",3.42980256830673
"N","F","E","C",3.82977230922193
"O","F","E","C",3.06288861691824
"P","F","E","C",2.68320443815096
"Q","F","E","C",2.59112914005911
"R","F","E","C",1.57083566055226
"S","F","E","C",1.37974716763975
"T","F","E","C",1.0012620940489
"U","F","E","C",1.48193737050028
"A","A","F","C",4.2275365462036
"B","A","F","C",6.6995469729794
"C","A","F","C",8.32012006052434
"D","A","F","C",10.0044909092041
"E","A","F","C",7.01770196159942
"F","A","F","C",7.40543283207252
"G","A","F","C",10.3083810688096
"H","A","F","C",6.66347447048843
"I","A","F","C",7.35804950519362
"J","A","F","C",8.38312845118998
"K","A","F","C",7.16039293857572
"L","A","F","C",12.5091050536237
"M","A","F","C",9.85399004806246
"N","A","F","C",8.95535511649456
"O","A","F","C",7.33975265953733
"P","A","F","C",7.47443529334693
"Q","A","F","C",7.36941813547178
"R","A","F","C",3.48822672919096
"S","A","F","C",4.98695438547304
"T","A","F","C",5.14999622159193
"U","A","F","C",6.09168575391761
"A","B","F","C",3.09191360613988
"B","B","F","C",6.72537068493666
"C","B","F","C",7.94966081525943
"D","B","F","C",7.80214106051481
"E","B","F","C",8.544607131308
"F","B","F","C",5.73858901402698
"G","B","F","C",6.23956654669853
"H","B","F","C",5.71115816052925
"I","B","F","C",8.510027032213
"J","B","F","C",7.52831066046391
"K","B","F","C",7.47023006742633
"L","B","F","C",6.81930047992761
"M","B","F","C",5.08712289961774
"N","B","F","C",5.80810647095947
"O","B","F","C",6.897673819578
"P","B","F","C",4.43731555323709
"Q","B","F","C",5.59070017669375
"R","B","F","C",3.43388734178796
"S","B","F","C",2.33486113835114
"T","B","F","C",3.31129587373887
"U","B","F","C",4.64202699098234
"A","C","F","C",3.23164748219764
"B","C","F","C",2.16894980738639
"C","C","F","C",3.58564202716278
"D","C","F","C",3.84388318309648
"E","C","F","C",6.07599630268247
"F","C","F","C",3.77024988711356
"G","C","F","C",2.23334357195647
"H","C","F","C",2.01587938494454
"I","C","F","C",2.76151636793815
"J","C","F","C",4.05196442892205
"K","C","F","C",3.31760918737994
"L","C","F","C",3.49633621164337
"M","C","F","C",3.47690572645716
"N","C","F","C",2.69967370093387
"O","C","F","C",3.44095500803359
"P","C","F","C",2.62286472891999
"Q","C","F","C",3.13998007997551
"R","C","F","C",2.21961488030291
"S","C","F","C",1.25270742352859
"T","C","F","C",1.76404584391651
"U","C","F","C",1.11916623585771
"A","D","F","C",4.91300950647151
"B","D","F","C",6.1304095326036
"C","D","F","C",8.8662727449596
"D","D","F","C",8.40767356191712
"E","D","F","C",7.76640621422432
"F","D","F","C",5.83348841899628
"G","D","F","C",7.11417315298623
"H","D","F","C",6.93621634635972
"I","D","F","C",9.67455595785684
"J","D","F","C",9.31969423359693
"K","D","F","C",5.86148102254097
"L","D","F","C",9.04448942201594
"M","D","F","C",6.14449380960155
"N","D","F","C",6.42444366074269
"O","D","F","C",5.39162644101554
"P","D","F","C",5.10035429396829
"Q","D","F","C",4.16198515217561
"R","D","F","C",2.55398037714553
"S","D","F","C",1.77436515503905
"T","D","F","C",3.75365372015018
"U","D","F","C",3.78801191120986
"A","E","F","C",3.12863561996889
"B","E","F","C",4.41792636772626
"C","E","F","C",5.30940281844832
"D","E","F","C",6.17190889340956
"E","E","F","C",6.09694206462703
"F","E","F","C",3.9117267909382
"G","E","F","C",4.25606596969372
"H","E","F","C",5.51763922278176
"I","E","F","C",3.31409697504891
"J","E","F","C",6.50282140776875
"K","E","F","C",4.4220966284627
"L","E","F","C",6.00364907436818
"M","E","F","C",3.92501966025799
"N","E","F","C",3.58693320181473
"O","E","F","C",4.56026637430304
"P","E","F","C",2.9234919892862
"Q","E","F","C",4.06444507504364
"R","E","F","C",2.48112893326561
"S","E","F","C",1.52066478013822
"T","E","F","C",2.33824674338624
"U","E","F","C",2.90897778542112
"A","F","F","C",2.53569973929567
"B","F","F","C",1.72854750094555
"C","F","F","C",2.69840239186517
"D","F","F","C",2.3933752032642
"E","F","F","C",3.56872054210945
"F","F","F","C",2.17323020046338
"G","F","F","C",1.60010989721693
"H","F","F","C",1.95217517177047
"I","F","F","C",3.00984322769643
"J","F","F","C",2.68744783421167
"K","F","F","C",2.2263257591993
"L","F","F","C",2.42221211730833
"M","F","F","C",2.35707348299573
"N","F","F","C",1.55244874410663
"O","F","F","C",1.88617392395294
"P","F","F","C",1.51064546206566
"Q","F","F","C",2.53701910524811
"R","F","F","C",1.47294263747746
"S","F","F","C",1.45848961035724
"T","F","F","C",0.873827939876015
"U","F","F","C",0.94934551620412
"A","A","A","D",1.15116645353369
"B","A","A","D",2.85226229998106
"C","A","A","D",3.60608672897704
"D","A","A","D",4.68126595544532
"E","A","A","D",5.274421874409
"F","A","A","D",3.70100673390657
"G","A","A","D",4.02891470568495
"H","A","A","D",3.0898444254421
"I","A","A","D",3.45435154623522
"J","A","A","D",4.31225287469361
"K","A","A","D",2.28141986556485
"L","A","A","D",5.18910295830808
"M","A","A","D",3.2613845809335
"N","A","A","D",2.93908329093233
"O","A","A","D",2.15880200336037
"P","A","A","D",1.89155124945282
"Q","A","A","D",3.36988522197925
"R","A","A","D",2.76401959620043
"S","A","A","D",1.92627040385657
"T","A","A","D",1.16786509156519
"U","A","A","D",1.44302967440798
"A","B","A","D",1.04707313278416
"B","B","A","D",1.47059943676968
"C","B","A","D",2.00637802427815
"D","B","A","D",1.68440059347931
"E","B","A","D",2.52094491663651
"F","B","A","D",2.1203998733656
"G","B","A","D",1.81779077054312
"H","B","A","D",1.95343921039782
"I","B","A","D",3.14964851501537
"J","B","A","D",2.2767700761728
"K","B","A","D",2.6473474215541
"L","B","A","D",2.41422512546395
"M","B","A","D",1.70378593423561
"N","B","A","D",1.93315867446988
"O","B","A","D",1.74296284573639
"P","B","A","D",1.5678647784192
"Q","B","A","D",1.18866386183435
"R","B","A","D",1.82129171357611
"S","B","A","D",0.947087331180026
"T","B","A","D",0.526721392302069
"U","B","A","D",1.01626961731221
"A","C","A","D",4.90593313438565
"B","C","A","D",5.63965561529262
"C","C","A","D",7.38017539715353
"D","C","A","D",8.68489556448093
"E","C","A","D",9.78570551119794
"F","C","A","D",6.28987380044874
"G","C","A","D",7.07010526850416
"H","C","A","D",5.27925328308934
"I","C","A","D",8.56473468536776
"J","C","A","D",7.99562298760172
"K","C","A","D",5.37607622984696
"L","C","A","D",7.6634768250175
"M","C","A","D",6.5109583975
"N","C","A","D",6.56301414391089
"O","C","A","D",5.15545916974645
"P","C","A","D",5.21177804427192
"Q","C","A","D",5.92207737585467
"R","C","A","D",5.16500220118424
"S","C","A","D",3.21925743930539
"T","C","A","D",3.05893689141905
"U","C","A","D",3.19171725194929
"A","D","A","D",4.38573584524951
"B","D","A","D",4.11771145543584
"C","D","A","D",5.90453951497542
"D","D","A","D",7.29554863769701
"E","D","A","D",8.0423630332691
"F","D","A","D",4.78377021418294
"G","D","A","D",5.77581999999683
"H","D","A","D",4.4279957823994
"I","D","A","D",9.20854470283806
"J","D","A","D",5.8447532287596
"K","D","A","D",4.59080487516621
"L","D","A","D",7.90059089867862
"M","D","A","D",4.66274728911924
"N","D","A","D",5.52971879961349
"O","D","A","D",6.99703616359237
"P","D","A","D",4.41912728004749
"Q","D","A","D",5.55216589792549
"R","D","A","D",4.88240847977539
"S","D","A","D",2.70713910179269
"T","D","A","D",3.43422769802211
"U","D","A","D",2.77955043744582
"A","E","A","D",4.20185561472564
"B","E","A","D",5.29056525254922
"C","E","A","D",7.20317163432881
"D","E","A","D",7.92334114927418
"E","E","A","D",9.78828628027103
"F","E","A","D",6.5702196806791
"G","E","A","D",6.94602702539297
"H","E","A","D",6.10522090460579
"I","E","A","D",8.9007528645317
"J","E","A","D",6.83739578644794
"K","E","A","D",5.28727823476406
"L","E","A","D",8.67794225066583
"M","E","A","D",5.69819971483078
"N","E","A","D",5.77528307422685
"O","E","A","D",6.50593212708975
"P","E","A","D",4.62128458097849
"Q","E","A","D",6.63888410720408
"R","E","A","D",4.12284298498316
"S","E","A","D",3.12543384562419
"T","E","A","D",3.28405211699529
"U","E","A","D",4.78490986337798
"A","F","A","D",2.49403704820683
"B","F","A","D",3.19494624896504
"C","F","A","D",4.33569483865463
"D","F","A","D",5.02214704784258
"E","F","A","D",5.81294002108107
"F","F","A","D",3.67448018078156
"G","F","A","D",3.7911728659688
"H","F","A","D",2.7127656696618
"I","F","A","D",4.99404300358672
"J","F","A","D",4.74322702773107
"K","F","A","D",2.60065715666493
"L","F","A","D",3.87433547305483
"M","F","A","D",3.28976519805998
"N","F","A","D",3.45287828830961
"O","F","A","D",3.48920967644271
"P","F","A","D",3.07467303312938
"Q","F","A","D",3.58958927378927
"R","F","A","D",2.96380613454461
"S","F","A","D",1.86473357362873
"T","F","A","D",1.52756222924992
"U","F","A","D",1.96551097158391
"A","A","B","D",2.7436774906764
"B","A","B","D",3.79583720056719
"C","A","B","D",4.92538695083212
"D","A","B","D",6.56244810072329
"E","A","B","D",5.9356413235957
"F","A","B","D",3.9475451733379
"G","A","B","D",5.24695244705725
"H","A","B","D",5.55019085956206
"I","A","B","D",4.82379080084998
"J","A","B","D",5.2859941349773
"K","A","B","D",3.48966552470057
"L","A","B","D",6.28719865959769
"M","A","B","D",5.68690722088435
"N","A","B","D",4.86265678607793
"O","A","B","D",3.17250388070217
"P","A","B","D",3.782215064892
"Q","A","B","D",3.87671695977515
"R","A","B","D",2.39416261484183
"S","A","B","D",2.5764530827456
"T","A","B","D",3.62005892726421
"U","A","B","D",2.78069885549939
"A","B","B","D",1.46071812256091
"B","B","B","D",0.887930897559278
"C","B","B","D",1.97712440845954
"D","B","B","D",1.663623579352
"E","B","B","D",2.94936111796763
"F","B","B","D",1.55166706034997
"G","B","B","D",1.14332948616656
"H","B","B","D",2.30218158436186
"I","B","B","D",1.73079762871056
"J","B","B","D",1.41204144341438
"K","B","B","D",2.4675597328085
"L","B","B","D",1.54437903103576
"M","B","B","D",1.92524549134979
"N","B","B","D",1.67669925041634
"O","B","B","D",1.60368363219598
"P","B","B","D",1.184972228798
"Q","B","B","D",1.15512027777283
"R","B","B","D",0.61424472510066
"S","B","B","D",0.606021717562417
"T","B","B","D",1.41562164132064
"U","B","B","D",0.854349697154803
"A","C","B","D",4.19528844664842
"B","C","B","D",3.55482617790666
"C","C","B","D",4.24354158524711
"D","C","B","D",6.31263436361521
"E","C","B","D",6.12626683435694
"F","C","B","D",3.18290561309128
"G","C","B","D",4.07279843893272
"H","C","B","D",3.50854335828541
"I","C","B","D",4.02193562323359
"J","C","B","D",5.06210661496673
"K","C","B","D",2.68115640354756
"L","C","B","D",4.08092168850604
"M","C","B","D",3.98160720123001
"N","C","B","D",3.90609253390765
"O","C","B","D",3.01813827200336
"P","C","B","D",3.06921105378823
