"orig","dest","idx3","idx4","value"
"3","3","10","1",9.63925452178619
"4","3","10","1",12.202787717282
"5","3","10","1",8.35340427661012
"6","3","10","1",15.0847509221985
"1","4","10","1",15.7756985813798
"2","4","10","1",6.96583990283947
"3","4","10","1",8.27505884831909
"4","4","10","1",17.7460886173428
"5","4","10","1",11.0654831404241
"6","4","10","1",14.3027262925379
"1","5","10","1",8.29904970005265
"2","5","10","1",3.09050142419108
"3","5","10","1",5.16190683859687
"4","5","10","1",10.528773047425
"5","5","10","1",11.5156367950533
"6","5","10","1",8.61808148252852
"1","6","10","1",9.81491540844511
"2","6","10","1",5.46041836090955
"3","6","10","1",8.04596438962808
"4","6","10","1",12.7886860027961
"5","6","10","1",6.96005453583281
"6","6","10","1",5.43788261220369
"1","1","11","1",4.78031650862504
"2","1","11","1",2.45014638660443
"3","1","11","1",9.21802817049683
"4","1","11","1",11.4798391908991
"5","1","11","1",8.23106564999187
"6","1","11","1",5.75341887717766
"1","2","11","1",5.40243958463166
"2","2","11","1",2.42380971413109
"3","2","11","1",5.24718937276147
"4","2","11","1",7.65522727521101
"5","2","11","1",4.78148979620668
"6","2","11","1",4.49907648687193
"1","3","11","1",20.6444448632415
"2","3","11","1",9.03230564265103
"3","3","11","1",9.62739213468945
"4","3","11","1",12.2027877129659
"5","3","11","1",8.35339357955318
"6","3","11","1",15.0847509221989
"1","4","11","1",15.7752411020654
"2","4","11","1",6.96583990283947
"3","4","11","1",8.27505884831909
"4","4","11","1",17.7460886173428
"5","4","11","1",11.0654831404241
"6","4","11","1",14.3027262925379
"1","5","11","1",8.29904970005265
"2","5","11","1",3.09050142419108
"3","5","11","1",5.1619068385328
"4","5","11","1",10.5287675924658
"5","5","11","1",11.5156367950533
"6","5","11","1",8.61808148252853
"1","6","11","1",9.81491540844511
"2","6","11","1",5.46041836090783
"3","6","11","1",8.04596157390993
"4","6","11","1",12.7886099590498
"5","6","11","1",6.96005453583281
"6","6","11","1",5.43788261220369
"1","1","12","1",4.8372801299393
"2","1","12","1",2.45014640529229
"3","1","12","1",9.21903936104594
"4","1","12","1",11.4798391908991
"5","1","12","1",8.23106564999187
"6","1","12","1",5.75341887717715
"1","2","12","1",5.40243958463166
"2","2","12","1",2.4238097141311
"3","2","12","1",5.24718937276147
"4","2","12","1",7.6552272751301
"5","2","12","1",4.78148979620668
"6","2","12","1",4.49907648728889
"1","3","12","1",20.6444448632415
"2","3","12","1",9.03190514390868
"3","3","12","1",9.57532958038136
"4","3","12","1",12.2027877124825
"5","3","12","1",8.35339017945764
"6","3","12","1",15.0847509221989
"1","4","12","1",15.7749712477708
"2","4","12","1",6.96583990283947
"3","4","12","1",8.27505884831909
"4","4","12","1",17.7460886173428
"5","4","12","1",11.0654831404241
"6","4","12","1",14.3027262925379
"1","5","12","1",8.29904970005265
"2","5","12","1",3.09050142419108
"3","5","12","1",5.1619068385275
"4","5","12","1",10.5287659460129
"5","5","12","1",11.5156367950533
"6","5","12","1",8.61808148252853
"1","6","12","1",9.81491540844511
"2","6","12","1",5.46041836090773
"3","6","12","1",8.04596060645157
"4","6","12","1",12.7885803465194
"5","6","12","1",6.96005453583281
"6","6","12","1",5.43788261220369
"1","1","13","1",4.8664573864341
"2","1","13","1",2.45014640995252
"3","1","13","1",9.21986531747969
"4","1","13","1",11.4798391908991
"5","1","13","1",8.23106564999187
"6","1","13","1",5.75341887717714
"1","2","13","1",5.40243958463166
"2","2","13","1",2.4238097141311
"3","2","13","1",5.24718937276147
"4","2","13","1",7.65522727512012
"5","2","13","1",4.78148979620668
"6","2","13","1",4.49907648734624
"1","3","13","1",20.6444448632415
"2","3","13","1",9.03162398440955
"3","3","13","1",9.61607990541897
"4","3","13","1",12.2027877124284
"5","3","13","1",8.35338909872582
"6","3","13","1",15.0847509221989
"1","4","13","1",15.7748122415595
"2","4","13","1",6.96583990283947
"3","4","13","1",8.27505884831909
"4","4","13","1",17.7460886173428
"5","4","13","1",11.0654831404241
"6","4","13","1",14.3027262925379
"1","5","13","1",8.29904970005265
"2","5","13","1",3.09050142419108
"3","5","13","1",5.16190683852706
"4","5","13","1",10.5287654490693
"5","5","13","1",11.5156367950533
"6","5","13","1",8.61808148252853
"1","6","13","1",9.81491540844511
"2","6","13","1",5.46041836090772
"3","6","13","1",8.04596027404057
"4","6","13","1",12.7885688149735
"5","6","13","1",6.96005453583281
"6","6","13","1",5.43788261220369
"1","1","14","1",4.85749685481839
"2","1","14","1",2.45014641111466
"3","1","14","1",9.22053997175833
"4","1","14","1",11.4798391908991
"5","1","14","1",8.23106564999187
"6","1","14","1",5.75341887717714
"1","2","14","1",5.40243958463166
"2","2","14","1",2.4238097141311
"3","2","14","1",5.24718937276147
"4","2","14","1",7.65522727511889
"5","2","14","1",4.78148979620668
"6","2","14","1",4.49907648735412
"1","3","14","1",20.6444448632415
"2","3","14","1",9.03142660385477
"3","3","14","1",9.61297910059453
"4","3","14","1",12.2027877124223
"5","3","14","1",8.35338875521157
"6","3","14","1",15.0847509221989
"1","4","14","1",15.7747185632494
"2","4","14","1",6.96583990283947
"3","4","14","1",8.27505884831909
"4","4","14","1",17.7460886173428
"5","4","14","1",11.0654831404241
"6","4","14","1",14.3027262925379
"1","5","14","1",8.29904970005265
"2","5","14","1",3.09050142419108
"3","5","14","1",5.16190683852702
"4","5","14","1",10.5287652990784
"5","5","14","1",11.5156367950533
"6","5","14","1",8.61808148252853
"1","6","14","1",9.81491540844511
"2","6","14","1",5.46041836090772
"3","6","14","1",8.04596015982679
"4","6","14","1",12.7885643244233
"5","6","14","1",6.96005453583281
"6","6","14","1",5.43788261220369
"1","1","15","1",4.8217618086729
"2","1","15","1",2.45014641140446
"3","1","15","1",9.22109104004362
"4","1","15","1",11.4798391908991
"5","1","15","1",8.23106564999187
"6","1","15","1",5.75341887717714
"1","2","15","1",5.40243958463166
"2","2","15","1",2.4238097141311
"3","2","15","1",5.24718937276147
"4","2","15","1",7.65522727511873
"5","2","15","1",4.78148979620668
"6","2","15","1",4.49907648735521
"1","3","15","1",20.6444448632415
"2","3","15","1",9.03128803808152
"3","3","15","1",9.59594717623413
"4","3","15","1",12.2027877124216
"5","3","15","1",8.35338864602441
"6","3","15","1",15.0847509221989
"1","4","15","1",15.7746633695785
"2","4","15","1",6.96583990283947
"3","4","15","1",8.27505884831909
"4","4","15","1",17.7460886173428
"5","4","15","1",11.0654831404241
"6","4","15","1",14.3027262925379
"1","5","15","1",8.29904970005265
"2","5","15","1",3.09050142419108
"3","5","15","1",5.16190683852702
"4","5","15","1",10.5287652538071
"5","5","15","1",11.5156367950533
"6","5","15","1",8.61808148252853
"1","6","15","1",9.81491540844511
"2","6","15","1",5.46041836090772
"3","6","15","1",8.04596012058385
"4","6","15","1",12.7885625757384
"5","6","15","1",6.96005453583281
"6","6","15","1",5.43788261220369
"1","1","16","1",4.78259320896352
"2","1","16","1",2.45014641147673
"3","1","16","1",9.22154116133489
"4","1","16","1",11.4798391908991
"5","1","16","1",8.23106564999187
"6","1","16","1",5.75341887717714
"1","2","16","1",5.40243958463166
"2","2","16","1",2.4238097141311
"3","2","16","1",5.24718937276147
"4","2","16","1",7.65522727511872
"5","2","16","1",4.78148979620668
"6","2","16","1",4.49907648735535
"1","3","16","1",20.6444448632415
"2","3","16","1",9.03119076166268
"3","3","16","1",9.60891231095599
"4","3","16","1",12.2027877124215
"5","3","16","1",8.3533886113189
"6","3","16","1",15.0847509221989
"1","4","16","1",15.7746308493661
"2","4","16","1",6.96583990283947
"3","4","16","1",8.27505884831909
"4","4","16","1",17.7460886173428
"5","4","16","1",11.0654831404241
"6","4","16","1",14.3027262925379
"1","5","16","1",8.29904970005265
"2","5","16","1",3.09050142419108
"3","5","16","1",5.16190683852702
"4","5","16","1",10.528765240143
"5","5","16","1",11.5156367950533
"6","5","16","1",8.61808148252853
"1","6","16","1",9.81491540844511
"2","6","16","1",5.46041836090772
"3","6","16","1",8.04596010710028
"4","6","16","1",12.7885618947753
"5","6","16","1",6.96005453583281
"6","6","16","1",5.43788261220369
"1","1","17","1",4.76103048607488
"2","1","17","1",2.45014641149475
"3","1","17","1",9.22190882752484
"4","1","17","1",11.4798391908991
"5","1","17","1",8.23106564999187
"6","1","17","1",5.75341887717714
"1","2","17","1",5.40243958463166
"2","2","17","1",2.4238097141311
"3","2","17","1",5.24718937276147
"4","2","17","1",7.65522727511871
"5","2","17","1",4.78148979620668
"6","2","17","1",4.49907648735537
"1","3","17","1",20.6444448632415
"2","3","17","1",9.03112247133788
"3","3","17","1",9.60814528092044
"4","3","17","1",12.2027877124215
"5","3","17","1",8.35338860028764
"6","3","17","1",15.0847509221989
"1","4","17","1",15.774611688304
"2","4","17","1",6.96583990283947
"3","4","17","1",8.27505884831909
"4","4","17","1",17.7460886173428
"5","4","17","1",11.0654831404241
"6","4","17","1",14.3027262925379
"1","5","17","1",8.29904970005265
"2","5","17","1",3.09050142419108
"3","5","17","1",5.16190683852702
"4","5","17","1",10.5287652360188
"5","5","17","1",11.5156367950533
"6","5","17","1",8.61808148252853
"1","6","17","1",9.81491540844511
"2","6","17","1",5.46041836090772
"3","6","17","1",8.04596010246744
"4","6","17","1",12.7885616295985
"5","6","17","1",6.96005453583281
"6","6","17","1",5.43788261220369
"1","1","18","1",4.76523722187826
"2","1","18","1",2.45014641149924
"3","1","18","1",9.22220914308388
"4","1","18","1",11.4798391908991
"5","1","18","1",8.23106564999187
"6","1","18","1",5.75341887717714
"1","2","18","1",5.40243958463166
"2","2","18","1",2.4238097141311
"3","2","18","1",5.24718937276147
"4","2","18","1",7.65522727511871
"5","2","18","1",4.78148979620668
"6","2","18","1",4.49907648735538
"1","3","18","1",20.6444448632415
"2","3","18","1",9.03107452993011
"3","3","18","1",9.60257805193038
"4","3","18","1",12.2027877124215
"5","3","18","1",8.35338859678131
"6","3","18","1",15.0847509221989
"1","4","18","1",15.7746003985324
"2","4","18","1",6.96583990283947
"3","4","18","1",8.27505884831909
"4","4","18","1",17.7460886173428
"5","4","18","1",11.0654831404241
"6","4","18","1",14.3027262925379
"1","5","18","1",8.29904970005265
"2","5","18","1",3.09050142419108
"3","5","18","1",5.16190683852702
"4","5","18","1",10.528765234774
"5","5","18","1",11.5156367950533
"6","5","18","1",8.61808148252853
"1","6","18","1",9.81491540844511
"2","6","18","1",5.46041836090772
"3","6","18","1",8.04596010087563
"4","6","18","1",12.7885615263348
"5","6","18","1",6.96005453583281
"6","6","18","1",5.43788261220369
"1","1","19","1",4.78849948682846
"2","1","19","1",2.45014641150037
"3","1","19","1",9.22245444558239
"4","1","19","1",11.4798391908991
"5","1","19","1",8.23106564999187
"6","1","19","1",5.75341887717714
"1","2","19","1",5.40243958463166
"2","2","19","1",2.4238097141311
"3","2","19","1",5.24718937276147
"4","2","19","1",7.65522727511871
"5","2","19","1",4.78148979620668
"6","2","19","1",4.49907648735538
"1","3","19","1",20.6444448632415
"2","3","19","1",9.03104087393879
"3","3","19","1",9.6067002520423
"4","3","19","1",12.2027877124215
"5","3","19","1",8.35338859566682
"6","3","19","1",15.0847509221989
"1","4","19","1",15.7745937465615
"2","4","19","1",6.96583990283947
"3","4","19","1",8.27505884831909
"4","4","19","1",17.7460886173428
"5","4","19","1",11.0654831404241
"6","4","19","1",14.3027262925379
"1","5","19","1",8.29904970005265
"2","5","19","1",3.09050142419108
"3","5","19","1",5.16190683852702
"4","5","19","1",10.5287652343983
"5","5","19","1",11.5156367950533
"6","5","19","1",8.61808148252853
"1","6","19","1",9.81491540844511
"2","6","19","1",5.46041836090772
"3","6","19","1",8.0459601003287
"4","6","19","1",12.7885614861224
"5","6","19","1",6.96005453583281
"6","6","19","1",5.43788261220369
"1","1","20","1",4.81533795055443
"2","1","20","1",2.45014641150064
"3","1","20","1",9.22265481254293
"4","1","20","1",11.4798391908991
"5","1","20","1",8.23106564999187
"6","1","20","1",5.75341887717714
"1","2","20","1",5.40243958463166
"2","2","20","1",2.4238097141311
"3","2","20","1",5.24718937276147
"4","2","20","1",7.65522727511871
"5","2","20","1",4.78148979620668
"6","2","20","1",4.49907648735538
"1","3","20","1",20.6444448632415
"2","3","20","1",9.03101724664447
"3","3","20","1",9.60652773056774
"4","3","20","1",12.2027877124215
"5","3","20","1",8.35338859531257
"6","3","20","1",15.0847509221989
"1","4","20","1",15.7745898271989
"2","4","20","1",6.96583990283947
"3","4","20","1",8.27505884831909
"4","4","20","1",17.7460886173428
"5","4","20","1",11.0654831404241
"6","4","20","1",14.3027262925379
"1","5","20","1",8.29904970005265
"2","5","20","1",3.09050142419108
"3","5","20","1",5.16190683852702
"4","5","20","1",10.5287652342849
"5","5","20","1",11.5156367950533
"6","5","20","1",8.61808148252853
"1","6","20","1",9.81491540844511
"2","6","20","1",5.46041836090772
"3","6","20","1",8.04596010014077
"4","6","20","1",12.7885614704632
"5","6","20","1",6.96005453583281
"6","6","20","1",5.43788261220369
"1","1","21","1",4.83112176419393
"2","1","21","1",2.45014641150071
"3","1","21","1",9.22281847544536
"4","1","21","1",11.4798391908991
"5","1","21","1",8.23106564999187
"6","1","21","1",5.75341887717714
"1","2","21","1",5.40243958463166
"2","2","21","1",2.4238097141311
"3","2","21","1",5.24718937276147
"4","2","21","1",7.65522727511871
"5","2","21","1",4.78148979620668
"6","2","21","1",4.49907648735538
"1","3","21","1",20.6444448632415
"2","3","21","1",9.03100065973036
"3","3","21","1",9.60470944024023
"4","3","21","1",12.2027877124215
"5","3","21","1",8.35338859519997
"6","3","21","1",15.0847509221989
"1","4","21","1",15.7745875178978
"2","4","21","1",6.96583990283947
"3","4","21","1",8.27505884831909
"4","4","21","1",17.7460886173428
"5","4","21","1",11.0654831404241
"6","4","21","1",14.3027262925379
"1","5","21","1",8.29904970005265
"2","5","21","1",3.09050142419108
"3","5","21","1",5.16190683852702
"4","5","21","1",10.5287652342507
"5","5","21","1",11.5156367950533
"6","5","21","1",8.61808148252853
"1","6","21","1",9.81491540844511
"2","6","21","1",5.46041836090772
"3","6","21","1",8.0459601000762
"4","6","21","1",12.7885614643652
"5","6","21","1",6.96005453583281
"6","6","21","1",5.43788261220369
"1","1","1","2",4.96796675339607
"2","1","1","2",2.38868886482809
"3","1","1","2",9.2831992960701
"4","1","1","2",11.0717004319151
"5","1","1","2",8.21555180823537
"6","1","1","2",5.92873756910372
"1","2","1","2",5.51009198782604
"2","2","1","2",2.41500443018376
"3","2","1","2",5.23061460765391
"4","2","1","2",7.51242505747173
"5","2","1","2",4.8133170933229
"6","2","1","2",4.35549415800126
"1","3","1","2",20.8503501893674
"2","3","1","2",8.9410249946017
"3","3","1","2",8.10520267200106
"4","3","1","2",10.9937378038538
"5","3","1","2",9.419264940343
"6","3","1","2",14.6003868765471
"1","4","1","2",13.9286671107073
"2","4","1","2",7.09948799398716
"3","4","1","2",7.97471583145446
"4","4","1","2",18.1488451446724
"5","4","1","2",11.2006402754941
"6","4","1","2",14.3229253815044
"1","5","1","2",8.73892635743635
"2","5","1","2",3.09050142419108
"3","5","1","2",4.94959415487963
"4","5","1","2",10.1705792277547
"5","5","1","2",11.6146937427472
"6","5","1","2",8.08982855632958
"1","6","1","2",9.83526548602719
"2","6","1","2",5.06021433703068
"3","6","1","2",8.09293796526131
"4","6","1","2",12.3797493805962
"5","6","1","2",6.830737616019
"6","6","1","2",5.44960464009768
"1","1","2","2",4.94053763658087
"2","1","2","2",2.44345709217517
"3","1","2","2",9.25652303902747
"4","1","2","2",11.4726577183444
"5","1","2","2",8.23096518018593
"6","1","2","2",5.77602520969506
"1","2","2","2",5.4033410793001
"2","2","2","2",2.42329070817815
"3","2","2","2",5.24718933385765
"4","2","2","2",7.64538627188026
"5","2","2","2",4.78124156023811
"6","2","2","2",4.47933110528517
"1","3","2","2",20.6444493799697
"2","3","2","2",9.00034759948701
"3","3","2","2",9.49055286640799
"4","3","2","2",12.0574458200044
"5","3","2","2",8.50871020802179
"6","3","2","2",15.0718109551733
"1","4","2","2",15.2519144154663
"2","4","2","2",6.96585132466609
"3","4","2","2",8.2624528172567
"4","4","2","2",17.7515688262952
"5","4","2","2",11.0667243287111
"6","4","2","2",14.3027656613371
"1","5","2","2",8.29904970005265
"2","5","2","2",3.09050142419108
"3","5","2","2",5.14153940766414
"4","5","2","2",10.4358552634633
